captions,id
"<start> An animal, Guinea-pig is fed with some berries, with human hand. <end>",4008
<start> A pet is being fed grapes one at a time and chews them up. <end>,4008
<start> A brown and white guinea pig is sitting on someones lap inside while being fed fruit <end>,4008
<start> Boy travels down several levels of outdoor metal stair rails before reaching the end and falling. <end>,4009
<start> A young man rides a skateboard down a tiered stairway rail and falls to the ground at the bottom <end>,4009
"<start> A young man wearing a white t-shirt, and jeans, is riding a skateboard on a railing and falls on the road. <end>",4009
<start> A young man is skate boarding down the railing of a fence and falls to the ground at the end. <end>,4009
<start> A male individual outside during the daytime slides standing up down on top of the railing several flights of steps until he falls <end>,4009
<start> Kitten bats around a toy with tail handing over him. <end>,4010
<start> A cat bats at a toy held on a string under a chair with caster wheels <end>,4010
<start> A dark small cat is playing with a ball. <end>,4010
<start> A kitten is playing with a child's toy that is hanging from the high chair. <end>,4010
<start> A gray kitten plays with a toy on a string under a chair at an inside location. <end>,4010
<start> Two girls and a woman siting against blue background play with many puppies. <end>,4011
<start> Three women cuddle several puppies on a table top <end>,4011
"<start> Three young woman, are holding puppies, white, brown, and brown, on a table. <end>",4011
"<start> Two young girls, one African American and one white, are standing at a table inside a room, playing with a group of cute puppies. <end>",4011
<start> Three young females sitting at a table inside each of them cuddle with several puppies. <end>,4011
<start> Boy sitting in moving car jerks and jives to music. <end>,4012
"<start> In the backseat of a car, a young man swings his arms and moves his body <end>",4012
"<start> A young black guy wearing a white t-shirt is dancing and singing, on the back seat of a car. <end>",4012
<start> A young African American young man and a young woman with red hair are seated in a car during the day time and jumping around as if listening to music. <end>,4012
<start> A black male riding in the back of car during the day jumping around to music playing <end>,4012
<start> A crane walks down a street near sidewalk in neighborhood of homes <end>,4013
<start> A heron walks along a suburban street <end>,4013
"<start> A bird, a Heron is walking on the pavement, in a development, in the day. <end>",4013
"<start> A crane of some type is walking, during the day, down a city street with no cars or people there. <end>",4013
<start> A gray stork stork walking outside during the daytime in a residential neighborhood <end>,4013
<start> Three young men sing together. <end>,4014
<start> Three young men sing to the camera and smile <end>,4014
"<start> Three teenagers boy are singing, the middle one has long hair. <end>",4014
<start> Three young men are singing as a trio in a room during the day. <end>,4014
<start> Three young white males two with long hair one in the middle wearing a tank top are inside singing in harmony <end>,4014
"<start> Man sitting at table crumbles napkin, thanks someone, gets up and walks away. <end>",4015
"<start> In a restaurant, a man crumbles a paper bag, then stands and bumps into a wall <end>",4015
"<start> A young man wearing a blue shirt, folds the brown bag, and get up and walks, in a room. <end>",4015
<start> A young man in a lunch room of some type appears to crinkle up his lunch bag after eating what was in it. <end>,4015
<start> White male wearing dark shirt sitting in a restaurant mashing a paper bag and then walking into a wall <end>,4015
<start> Dog wearing dark glasses and lying on floor next to drums rhythmically presses drum pedal. <end>,4016
"<start> A yellow dog wearing sunglasses lies next to a drum and depresses pedal to strike it, and next to a person playing a guitar <end>",4016
"<start> A person is playing a guitar, together with a brown dog, wearing sunglasses and seems like playing some instrument. <end>",4016
<start> A dog with sun glasses is hitting a drum while someone next to him is strumming a guitar.. <end>,4016
<start> An individual playing a guitar with a tan and white dog pushing drum peddle somewhere inside. <end>,4016
<start> Two men on rooftop argue and one with red shirt hits other. <end>,4017
"<start> On a building balcony, one man swings his arm against the other's forehead and that man shouts back at him <end>",4017
"<start> Two young men wearing reddish shirts are talking and hitting each other, standing on a balcony. <end>",4017
<start> Two young men are outside on a building yelling at each other and one of them hits the other on the head and then continues to berate him. <end>,4017
<start> Two white men standing outside on a balcony during the daytime arguing <end>,4017
<start> Many people chanting and following a banner at night. <end>,4018
"<start> During a night street scene, many people walk while carrying posters <end>",4018
"<start> A procession of people with banners, are walking in the street, at night. <end>",4018
<start> There is a crowd of people walking in the evening at a rally of some sort and carrying candles and torches. <end>,4018
<start> A crowd of demonstrators yelling and marching down the street at nighttime. <end>,4018
<start> Young man wearing red jacket indoors comes rapidly into room then shadow boxes. <end>,4019
